Table: Table_1
,,,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,
18,(a) Pulmonary,133,177,160,"1,976","2,052","2,242",13,3,4,1,-,-,1,2,2,12,13,5,72,92,88,(6),(6),(6,8,9,9,1,15,4,-,15,11,25,28,25,18
19,(b) Non-pulmonary,6,10,8,149,127,139,-,-,-,-,-,-,-,-,-,-,1,I,2,2,1,(6),(6),(6),1,1,-,2,3,1,-,1,-,1,2,3,19
20,Typhoid and paratyphoid,3,7.,6,83,95,105,-,-,-,-,-,-,-,-,-,-,-,-,3,7,3,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,20
21,Undulant fever,-,2,2,29,41,34,-,-,-,-,-,-,-,-,-,-,-,-,,2,...,-,-,1,-,-,-,-,-,-,.....,....,...,-,-,-,21
22,Venereal diseases:,237,374,292,"4,845","4,688","5,014",17,13,6,1,1,-,9,17,5,9,8,3,51,69,69,48,47,49,17,27,16,14,27,16,-,64,48,71,101,54,22
23,(a) Syphilis, primary,3,2,3,44,38,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,1,-,-,1,2,-,23
24,(b) " secondary,-,1,2,11,14,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) " other,35,37,47,618,553,728,4,-,1,-,-,-,1,1,1,2,-,1,16,21,20,3,7,12,1,1,1,1,3,2,-,-,2,7,4,3,25
26,(d) Gonorrhoea,199,334,236,"4,170","4,083","4,083",13,13,5,1,1,-,8,16,2,7,8,2,35,48,53,45,39,43,15,26,14,12,24,14,-,64,45,63,95,50,26
27,(e) Other venereal diseases⁷,-,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,58,96,134,"2,336","2,662","2,621",-,-,-,-,2,2,9,-,1,-,1,1,21,45,57,22,16,35,1,2,7,1,1,3,-,17,10,4,12,10,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
