Table: Table_1
,,,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,
15,Scarlet fever, etc.⁵,252,326,555,"2,562","3,323","3,904",2,2,2,11,13,7,28,172,27,-,-,3,45,38,126,88,58,115,6,2,14,4,. 1,21,50,15,72,18,25,74,15
16,Smallpox,-,-,-,-,-,-,-,-,-,...,...,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,16
17,Tuberculosis: 4,164,209,195,"1,563","1,732","1,925",6,1,6,-,1,1,1,1,2,21,12,8,47,109,73,22,16,24,14,9,14,-,12,7,14,25,19,39,23,23,17
18,(a) Pulmonary,132,187,161,"1,263","1,407","1,557",6,1,6,-,1,1,1,1,2,19,12,8,46,107,71,(6),(6),(6),13,9,13,I,11,6,12,25,18,35,20,21,18
19,(b) Non-pulmonary,10,6,10,104,89,99,-,-,-,-,-,1,-,-,-,2,-,-,1,2,2,(6),(6),(6),1,-,-,-,1,1,2,-,-,4,3,4,19
20,Typhoid and paratyphoid,5,5,5,56,73,73,-,-,-,-,-,-,-,-,-,-,-,-,4,1,3,1,-,-,-,-,-,-,-,-,-,1,-,-,3,-,20
21,Undulant fever,3,1,5.,17,30,21,-,-,-,-,-,-,-,-,-,-,-,-,2,,3,1,1,,-,-,-,-,-,-,,,,-,-,-,21
22,Venereal diseases:,318,302,334,"3,269","3,243","3,496",4,15,9,-,-,-,24,4,16,1,1,5,55,1.8 70,86,67,31,67,23,17,22,17,11,19,A.B. 64,65,50,63,88,56,22
23,(a) Syphilis, primary,4,5,3,34,28,32,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,1,-,-,2,1,1,1,1,-,23
24,(b) " secondary,1,2,2,7,12,15,-,I,-,-,-,-,-,-,-,-,-,I,-,-,-,I,-,-,-,-,-,1,-,-,-,1,-,-,1,,24
25,(c) : other,47,43,60,402,353,570,-,2,1,-,-,-,2,-,2,-,-,2,16,28,22,16,6,20,-,-,2,3,2,2,5,1,3,5,4,8,25
26,(d) Gonorrhoea,266,252,249,"2,824","2,850","2,850",4,12,9,-,-,-,22,4,12,1,1,3,39,41,58,51,25,43,23,16,20,12,9,18,57,62,44,57,82,48,26
27,(e) Other venereal diseases⁷,-,-,1,2,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,109,204,140,"1,679","1,713","1,713",-,-,-,-,-,1,-,-,9,-,-,1,61,126,49,23,30,37,3,15,4,3,3,7,7,12,15,12,18,19,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
