",,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,"
"o.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No."
",Report Week,Week,Median 1951-55,1956,1955,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,"
"8,(a) Pulmonary,143,154,180,""5,179"",""5,500"",""5,926"",14,11,9,-,-,2,-,7,1,6,9,18,69,86,84,(6),(6),(6),8,5.,12,6,8,12,23,11,8,17,17,30,18"
"9,(b) Non-pulmonary,6,13,5,395,419,373,-,-,-,-,-,-,-,1,-,-,-,-,2,1,1,(6),(6),(6),1,1,-,1,5,I,1,...,9.8,1,5,2,19"
"0,Typhoid and paratyphoid,13,7,9.,300,248,321,1,-,-,-,-,-,-,-,-,-,-,-,10,5,3,1,2,1,-,-,-,-,-,-,-,-,-,1,-,-,20"
"1,Undulant fever,-,-,2,103,93,93,-,-,-,-,-,-,-,-,-,...,...,...,...,...,1,-,-,-,-,-,-,-,-,-,...,,,-,-,-,21"
"2,Venereal diseases:,300,365,360,""11,229"",""11,638"",""12,320"",14,10,6,1,3,1,20,6,8,5,3,E,74,64,105,(8),49,64,38,28,25,35,27,27,47,79,46,66,96,74,22"
"3,(a) Syphilis, primary,1,-,3,67,78,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,23"
"4,(b) "" secondary,4,1,2,34,33,81,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,24"
"5,(c) other,25,37,53,""1,256"",""1,648"",""1,814"",1,-,1,-,-,-,3,3,1,-,-,-,15,19,19,-,3,8,1,2,2,3,1,1,-,2,2,2,7,2,25"
"6,(d) Gonorrhoea,270,327,298,""9,869"",""9,862"",""10,042"",13,10,5,1,3,1,15,3,7,5,3,3,57,45,69,-,46,43,37,26,25,31,26,27,47,76,46,64,89,73,26"
"7,(e) Other venereal diseases⁷,-,-,-,3,17,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27"
"8,Whooping cough,207,137,263,""5,843"",""9,417"",""5,783"",-,-,-,5,9,-,-,3,4,-,-,-,108,34,96,38,25,66,5,8,7,13,13,9,21,6,29,17,39,20,28"
