",,,,CANADA²,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,"
"o.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No."
",Report Week,Week,Median 1951-55,1956,1955,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,"
"1,Poliomyelitis, epidemic:4,7,-,3,14,21,21,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,2,-,-,2,-,2,11"
"2,(a) With paralysis,5,-,3,8,16,16,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,-,-,1,-,-,12"
"3,(b) Without paralysis,2,-,2,3,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,13"
"4,Rubella,""1,242"",""1,365"",266,""5,164"",""1,069"",""1,083"",-,5,-,,.A,.,36,46,10,,,,832,851,20,229,300,139,2,1,1,1,1,5,33,27,27,109,134,49,14"
"5,Scarlet fever, etc.5,342,329,441,""1,474"",""1,081"",""1,785"",1,6,3,11,4,7,35,10,2,1,1,1,62,88,84,169,146,66,7,9,20,2,-,26,29,33,93,25,32,80,15"
"6,Smallpox,-,-,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16"
"7,Tuberculosis:4,171,190,202,846,774,986,3,4,5,1,1,1,3,3,3,24,2,6,55,101,73,22,15,28,8,9,11,8,14,12,20,18,20,27,23,28,17"
"8,(a) Pulmonary,138,165,1/7,713,613,760,3,4,4,-,1,1,3,3,3,24,2,6,54,96,70,(6),(6),(6),8,9,11,7,12,8,15,15,20,24,23,25,18"
"9,(b) Non-pulmonary,10,10,10,36,48,46,-,-,-,1,-,-,-,-,-,-,-,-,1,5,3,(6),(6),(6),-,-,-,-,2,1,5,3,1,3.,-,3,19"
"0,Typhoid and paratyphoid,12,5.,8,44,19,42,1,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,2,1,-,-,-,-,-,-,-,1,-,9,-,-,20"
"1,Undulant fever,6,4,2,18,7,9,-,-,-,-,-,I,I,I,I,,,,4,2,1,1,1,-,1,-,-,-,-,-,,1,,-,-,,21"
"2,Venereal diseases:,379,379,314,""1,707"",""1,846"",""1,846"",9,20,9,2,-,1,17,5,14,2,4,7,74,105,88,58,48,60,29,30,22,22,23,20,77,66,46,89,78,40,22"
"3,(a) Syphilis, primary,2,4,4,17,14,23,I,-,-,-,-,-,-,-,I,-,-,-,-,-,2,1,-,1,-,1,-,1,1,-,-,1,-,-,1,-,23"
"4,(b) "" secondary,-,2,4,9,4,7,-,-,-,-,-,-,-,-,-,-,-,1,I,I,1,I,-,-,-,1,-,-,2,1,-,-,1,-,-,,24"
"5,(c) other,40,49,58,155,244,250,4,1,1,-,-,I,3,1,4,1,1,3,18,28,16,8,9,10,I,2,3,4,4,3,-,3,1,2,I:,3,25"
"6,(d) Gonorrhoea,337,324,254,""1,526"",""1,583"",""1,562"",5,19,6,2,-,-,14,4,7,1,3,3,56,77,67,49,39,42,29,27,21,17,16,18,77,62,45,87,77,37,26"
"7,(e) Other venereal diseases⁷,I,-,=,-,1,3,I,-,-,-,I,-,1,I,I,=,I,I,I,I,-,I,-,-,-,-,-,-,-,-,-,1,-,-,-,,27"
"8,Whooping cough,227,219,199,897,""1,959"",""1,021"",1,27,-,14,16,I,3,1,6,2,I,2,77,88,54,58,52,51.,14,2,8,4,11,4,13,5,11,41,17,30,28"
