,Mont Joli,,,,,,,,,,,,,,,,,,,,,,1,,
,Baie des Sables,,,,1,,,,,,,,,,,,,,,,,,,,
Matapédia,Lac au Saumon,,,,,,,,,,,,,,,,2,,,,,,,,
,Causapscal,,,,,,,,,,,,,,,,,,,1,,,,,
,St-Benoît Joseph Labre,,,,,,,,,,,,,,,5,,,,,,,,,
,St-Moïse,,,,,,,,,1,,,,,,,,,,,,,,,
Mégantic,Lyster,,,,,,,1,,,,,1,,,,,,,,,,,,
,Sacré-Coeur de Marie,,,,2,,,,,,,,,,,,,,,,,,,,
,Thetford Mines,,,,1,,,,,,,,,,,,,,,1,,,,,
,Robertsonville,,,,1,,,,,,,,,,,,,,,,,,,,
,Plessisville,,,,,,,,,,,,,,,,1,,,,,,,,
,Ste-Anastasie,,,,,,,,,,,,,,,,2,,,,,,,,
Missisquoi,Cowansville,,,,,,,,,,,,,,,,,,,1,,,,,
Montcalm,Ste-Julienne de Rawdon,,,,,,,,,,,,,,,,,,,,,1,,,
Montmagny,St-Thomas,,,,,,,,,,,,,,,,,,,,,,,,
,St-François,,,,,,,,,,,,,,,,2 1,,,,,,,,
Nicolet,Nicolet,,,,1,,,,,,,,,,,,,1,,,,,,,
,St-Léonard,,,,,,,,,,,,,,,,,,,,,1,,,
,Manseau,,,,,,,,,,,,,,,,14,,,,,,,,
Papineau,Masson,,,,,,,,,,,,,,,,,,,,,9,,,
Pontiac,Onslow-Sud,,,,1,,,,,,,,,,1,,1,,,,,,,,
,Quyon, village,,,,1,,,,,,,,,,,,4,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
